sample_id,timestamp,fix_id,duration,fix_x,fix_Y,pt_x,pt_y
440,1529085909304833,9,133238,553.0597947016684,514.9013148148832,545.7724170203437,512.3342441456625
441,1529085909313335,9,133238,553.0597947016684,514.9013148148832,550.8662265712337,512.8998644520761
442,1529085909321456,9,133238,553.0597947016684,514.9013148148832,551.8305789562874,512.3013310178649
443,1529085909329957,9,133238,553.0597947016684,514.9013148148832,552.7938410342904,510.0703983581625
444,1529085909338206,9,133238,553.0597947016684,514.9013148148832,554.2528106020472,510.9898760644719
445,1529085909346584,9,133238,553.0597947016684,514.9013148148832,552.6374922569084,517.81584592117
446,1529085909354828,9,133238,553.0597947016684,514.9013148148832,553.2560430078593,518.6901224137982
447,1529085909363332,9,133238,553.0597947016684,514.9013148148832,551.3848766977026,515.460992197739
448,1529085909371448,9,133238,553.0597947016684,514.9013148148832,550.261258812825,515.9148213167209
449,1529085909379955,9,133238,553.0597947016684,514.9013148148832,553.2389387491276,515.2667730982648
450,1529085909388074,9,133238,553.0597947016684,514.9013148148832,554.9692018267524,516.8382086388301
451,1529085909396580,9,133238,553.0597947016684,514.9013148148832,556.1666709708516,517.5312424568692
452,1529085909404821,9,133238,553.0597947016684,514.9013148148832,556.219907640625,517.2967950205784
453,1529085909413204,9,133238,553.0597947016684,514.9013148148832,559.1627305414295,518.8395617814967
454,1529085909421444,9,133238,553.0597947016684,514.9013148148832,558.3899581462902,519.3925498621538
455,1529085909429949,9,133238,553.0597947016684,514.9013148148832,562.2418219246902,510.6076910577249
456,1529085909438067,-1,-1,0,0,603.3068074165203,524.6704817669233
457,1529085909446573,-1,-1,0,0,669.4138411899621,565.8708415279398
458,1529085909454691,-1,-1,0,0,720.4344487171329,601.6944754720898
459,1529085909463197,10,349833,742.6938183342281,642.9486327283255,747.7959924767492,620.2169516705908
460,1529085909471437,10,349833,742.6938183342281,642.9486327283255,738.636534064135,644.29754642013
461,1529085909479820,10,349833,742.6938183342281,642.9486327283255,746.727307196561,647.2582769737346
462,1529085909488061,10,349833,742.6938183342281,642.9486327283255,745.2011199352273,646.5721879742341
463,1529085909496567,10,349833,742.6938183342281,642.9486327283255,741.3890245906077,645.2066282418091
464,1529085909504687,10,349833,742.6938183342281,642.9486327283255,740.6791155354585,645.2958868704736
465,1529085909513190,10,349833,742.6938183342281,642.9486327283255,742.156336546177,647.8524269330082
466,1529085909521431,10,349833,742.6938183342281,642.9486327283255,745.1892573830264,646.834816824994
467,1529085909529814,10,349833,742.6938183342281,642.9486327283255,745.231879842031,643.9971999981208
468,1529085909538056,10,349833,742.6938183342281,642.9486327283255,745.4208424151875,644.1581384900492
469,1529085909546561,10,349833,742.6938183342281,642.9486327283255,743.4329082531622,646.7995341534261
470,1529085909554680,10,349833,742.6938183342281,642.9486327283255,741.7421570589067,646.8338541701669
471,1529085909563187,10,349833,742.6938183342281,642.9486327283255,742.4575707680197,644.6875726183644
472,1529085909571427,10,349833,742.6938183342281,642.9486327283255,742.6682543272909,646.7490909240441
473,1529085909579808,10,349833,742.6938183342281,642.9486327283255,741.490095679037,645.3449077778496
474,1529085909587925,10,349833,742.6938183342281,642.9486327283255,740.4577658398193,643.2255389823113
475,1529085909596433,10,349833,742.6938183342281,642.9486327283255,741.4277305253199,646.9304159126477
476,1529085909604674,10,349833,742.6938183342281,642.9486327283255,737.7311969330185,646.6553918635473
477,1529085909613049,10,349833,742.6938183342281,642.9486327283255,738.7557771311549,647.6150205710437
478,1529085909621301,10,349833,742.6938183342281,642.9486327283255,739.524093226355,645.2470746310428
479,1529085909629806,10,349833,742.6938183342281,642.9486327283255,738.734142545145,646.7230112266261
480,1529085909637922,10,349833,742.6938183342281,642.9486327283255,743.3697517252585,645.7342308278894
481,1529085909646426,10,349833,742.6938183342281,642.9486327283255,745.2267558965832,640.2340302803786
482,1529085909654546,10,349833,742.6938183342281,642.9486327283255,743.6273186276958,639.9956660253229
483,1529085909663052,10,349833,742.6938183342281,642.9486327283255,741.195014238474,642.4700174648315
484,1529085909671291,10,349833,742.6938183342281,642.9486327283255,741.6460078250384,640.0898139456986
485,1529085909679676,10,349833,742.6938183342281,642.9486327283255,742.4473296121869,637.0152952303179
486,1529085909688043,10,349833,742.6938183342281,642.9486327283255,-1280,-1024
487,1529085909696376,10,349833,742.6938183342281,642.9486327283255,-1280,-1024
488,1529085909704537,10,349833,742.6938183342281,642.9486327283255,741.8349242518889,640.5014328527031
489,1529085909713040,10,349833,742.6938183342281,642.9486327283255,741.7226914677303,640.212227776763
490,1529085909721182,10,349833,742.6938183342281,642.9486327283255,743.3328643708955,637.0742152467137
491,1529085909729665,10,349833,742.6938183342281,642.9486327283255,744.3769357840938,638.2927383192582
